versuchsreihe;alpha;beta;evaporation;group_size;median_value;median_iteration;std_value;min_value;max_value
14;1.200;0.650;0.370;110;1005024.000;41.500;268.320;1004753;1005572
14;1.600;0.800;0.570;110;1004966.500;37.000;510.726;1004228;1005947
14;1.200;0.800;0.370;140;1005035.000;48.500;145.726;1004760;1005215
14;1.200;0.650;0.470;125;1004994.500;43.500;200.190;1004724;1005430
14;1.600;0.800;0.470;140;1005070.000;58.000;512.595;1004044;1005765
14;1.200;0.500;0.570;140;1005107.000;64.500;185.140;1004710;1005348
14;1.600;0.800;0.370;140;1005240.500;87.500;620.084;1004129;1005796
14;1.200;0.650;0.570;125;1005185.000;80.000;200.795;1004881;1005544
14;1.200;0.800;0.370;110;1005181.500;90.500;168.096;1005016;1005544
14;1.600;0.800;0.570;140;1004957.000;55.500;534.594;1004106;1005577
14;1.600;0.800;0.470;110;1004880.000;45.000;404.288;1003896;1005413
14;1.600;0.800;0.370;110;1005106.000;82.500;446.782;1004107;1005623
14;1.400;0.500;0.570;140;1004647.000;8.500;298.227;1004245;1005142
14;1.200;0.650;0.370;125;1005106.500;84.500;271.292;1004833;1005707
14;1.200;0.800;0.470;110;1004976.500;64.000;316.091;1004719;1005677
14;1.600;0.800;0.570;125;1005118.000;88.500;702.079;1004067;1006235
14;1.200;0.800;0.470;125;1005138.500;96.000;344.452;1004789;1005977
14;1.400;0.500;0.570;110;1004642.000;16.500;414.116;1004381;1005776
14;1.400;0.500;0.470;140;1004617.000;15.000;228.171;1004251;1004840
14;1.600;0.800;0.370;125;1004898.000;62.500;436.485;1004465;1005559
14;1.600;0.650;0.570;125;1004570.500;11.000;406.502;1004166;1005432
14;1.400;0.500;0.370;140;1004535.000;16.000;263.176;1004122;1004994
14;1.400;0.500;0.470;125;1004519.000;14.500;238.965;1004134;1004878
14;1.400;0.500;0.370;110;1004503.000;12.000;379.999;1004299;1005307
14;1.600;0.650;0.570;110;1004458.000;5.000;254.741;1004183;1004947
14;1.400;0.500;0.570;125;1004643.000;36.500;357.011;1004203;1005322
14;1.600;0.500;0.470;110;1004465.500;9.000;185.624;1004120;1004784
14;1.600;0.500;0.370;125;1004477.500;11.500;161.281;1004298;1004760
14;1.600;0.500;0.470;140;1004449.500;7.500;187.728;1004109;1004735
14;1.600;0.650;0.470;125;1004584.000;30.000;421.576;1004345;1005475
14;1.600;0.650;0.570;140;1004535.500;24.000;396.506;1004070;1005267
14;1.600;0.650;0.370;110;1004452.500;12.000;469.406;1004029;1005577
14;1.600;0.650;0.470;140;1004406.000;4.500;253.178;1004144;1004938
14;1.600;0.800;0.470;125;1005095.500;119.000;285.965;1004813;1005749
14;1.600;0.500;0.570;125;1004419.000;10.000;185.546;1004093;1004691
14;1.600;0.500;0.370;110;1004413.000;10.500;227.379;1004191;1004869
14;1.600;0.650;0.370;140;1004370.500;4.000;323.271;1004036;1005116
14;1.400;0.500;0.470;110;1004430.000;14.000;425.458;1004061;1005441
14;1.600;0.500;0.470;125;1004381.500;9.000;127.618;1004213;1004642
14;1.400;0.500;0.370;125;1004394.500;11.500;252.059;1004238;1005092
14;1.600;0.500;0.370;140;1004416.500;18.500;236.633;1004123;1004826
14;1.600;0.650;0.470;110;1004495.500;32.000;462.612;1004107;1005590
14;1.600;0.500;0.570;140;1004321.500;8.500;178.541;1004036;1004645
14;1.600;0.500;0.570;110;1004381.000;18.500;166.536;1004150;1004620
14;1.600;0.650;0.370;125;1004310.500;12.000;562.821;1004041;1005751
